,Number of Communities,Nodes in Largest Community,Community Sizes,Singletons,Modularity,Closeness Centrality,ARI (Level 1),ARI (Level 2),RI (Level 1),RI (Level 2),Communities
0,12,62,"[62, 23, 14, 8, 5, 4, 4, 3, 3, 2, 2, 2]",0,0.11151343418247925,0.15654451171330958,0.4305110384715608,0.11893007570598861,0.7731899144112885,0.7470506592643997,"[[20, 28, 27, 26, 25, 24, 33, 32, 31, 30, 29, 38, 37, 36, 35, 34, 44, 43, 42, 41, 40, 51, 50, 49, 48, 47, 46, 109, 58, 57, 56, 55, 54, 53, 9, 65, 64, 63, 62, 61, 60, 4, 15, 73, 72, 71, 70, 69, 68, 66, 8, 19, 86, 82, 14, 106, 104, 99, 18, 97, 95, 92], [84, 131, 129, 127, 126, 125, 124, 123, 122, 121, 120, 119, 118, 117, 116, 115, 114, 112, 110, 108, 103, 102, 11], [83, 81, 80, 79, 78, 77, 76, 17, 16, 74, 2, 94, 93, 89], [0, 1, 52, 59, 75, 105, 87, 107], [5, 130, 128, 113, 111], [3, 6, 13, 23], [7, 12, 22, 21], [39, 45, 67], [91, 90, 88], [10, 96], [101, 100], [98, 85]]"
