,Number of Communities,Nodes in Largest Community,Community Sizes,Singletons,Modularity,Closeness Centrality,ARI (Level 1),ARI (Level 2),RI (Level 1),RI (Level 2),Communities
0,3,85,"[85, 28, 19]",0,-0.4772088935303807,0.17558405875904565,0.15178216208606402,0.045553010543411585,0.594263243118205,0.5660421003932454,"[[42, 81, 80, 27, 25, 52, 67, 26, 55, 51, 50, 59, 54, 74, 58, 35, 53, 72, 111, 79, 40, 28, 75, 102, 29, 48, 68, 62, 119, 63, 43, 104, 110, 65, 45, 37, 57, 60, 73, 31, 125, 61, 49, 115, 112, 78, 46, 30, 36, 33, 69, 64, 56, 2, 41, 85, 44, 70, 71, 38, 34, 118, 76, 32, 130, 97, 103, 99, 113, 137, 94, 129, 127, 135, 108, 107, 82, 121, 120, 87, 92, 93, 96, 98, 95], [152, 162, 158, 139, 144, 148, 163, 160, 155, 128, 151, 145, 164, 131, 153, 157, 154, 165, 150, 147, 149, 169, 136, 159, 6, 161, 9, 3], [126, 91, 86, 20, 90, 84, 22, 17, 5, 7, 12, 13, 14, 1, 11, 10, 0, 146, 15]]"
