,Number of Communities,Nodes in Largest Community,Community Sizes,Singletons,Modularity,Closeness Centrality,ARI (Level 1),ARI (Level 2),ARI (Level 3),RI (Level 1),RI (Level 2),RI (Level 3),MRI (Level 1),MRI (Level 2),MRI (Level 3),Communities
0,3,92,"[92, 87, 63]",0,0.3440753300197447,0.6313966894969,-0.0005815989931833637,0.01792810466996656,0.015285822336809498,0.5886286478515826,0.6268989403655567,0.6510750660128254,0.5886286478515826,0.6268989403655567,0.6510750660128254,"[[83, 71, 78, 178, 174, 59, 43, 73, 56, 156, 72, 90, 42, 63, 131, 129, 116, 124, 75, 104, 89, 61, 77, 65, 40, 62, 66, 41, 177, 27, 29, 103, 85, 44, 55, 168, 130, 95, 128, 118, 119, 69, 113, 82, 51, 96, 99, 115, 64, 88, 49, 47, 106, 152, 173, 172, 141, 86, 149, 46, 48, 68, 112, 84, 70, 74, 111, 2, 120, 67, 100, 180, 123, 76, 107, 143, 121, 105, 60, 161, 50, 140, 108, 155, 101, 57, 45, 114, 54, 81, 52, 79], [97, 122, 13, 25, 32, 33, 165, 5, 37, 4, 26, 34, 35, 92, 10, 162, 87, 22, 98, 38, 23, 127, 36, 20, 126, 14, 30, 11, 19, 213, 109, 31, 24, 16, 17, 15, 18, 12, 0, 1, 21, 93, 125, 58, 110, 80, 227, 222, 226, 190, 193, 206, 211, 221, 218, 215, 219, 228, 224, 182, 212, 229, 241, 187, 217, 240, 214, 232, 233, 230, 216, 237, 28, 6, 223, 238, 3, 231, 192, 39, 9, 236, 8, 225, 239, 234, 7], [53, 157, 158, 138, 135, 154, 144, 148, 117, 166, 176, 159, 142, 132, 91, 163, 146, 145, 160, 194, 204, 186, 202, 199, 235, 207, 196, 201, 200, 205, 220, 183, 151, 167, 147, 198, 191, 203, 195, 185, 153, 181, 137, 189, 197, 184, 150, 188, 208, 179, 169, 164, 210, 170, 209, 175, 139, 134, 133, 171, 136, 102, 94]]"
