Gene ID,Gene Name,Gene URL,Number of Classifications,Grouping
YLR079w,(RefSeq) cyclin-dependent protein serine/threonine kinase inhibiting protein SIC1,https://www.genome.jp/entry/sce:YLR079W,7,"['09130', '09132', '04011', '09140', '09143', '04111', '04113']"
